Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,Rating,Player0_Rating,Player1_Rating,Player2_Rating,Player3_Rating,Player4_Rating,Player5_Rating,Player6_Rating,Player7_Rating,Player8_Rating,Player9_Rating,Player10_Rating,Player11_Rating,Player12_Rating,Player13_Rating,Player14_Rating,Player15_Rating,Player16_Rating,Player17_Rating,Player18_Rating,Player19_Rating
Digimon World 2,PS,2000.0,Role-Playing,0.58,42.0,5.0,7.6,E,43.3026189953598,12.660660856280712,-77.2307469508696,-46.81582392775267,-62.22632783056802,-98.4923942212428,130.46892517968917,57.302566619298126,174.62663617889865,60.37214398779187,7.114880579990832,190.93704487306212,-73.20973089575075,-130.58092060288155,-258.49137128845825,-31.13150736238211,-87.32490357459292,-217.85326185975734,11.009222371813578,-2.6751552562563035
Unreal Tournament,PS2,2000.0,Shooter,0.58,77.0,23.0,6.8,M,120.3037373812212,65.42957734230566,0.8602632138945626,-37.39383123432534,14.66531579063625,76.8929089466988,-44.41620964209144,-92.79715904520852,-109.58825374158462,67.5321230878505,71.67052355801685,-117.17504337005302,95.24734113138426,-1.5336492619743827,-135.71337867437367,-84.10618216369534,-91.10669001397018,154.4769699466972,-111.66124459825559,245.00222453329314
Medal of Honor: Underground,PS,2000.0,Shooter,0.97,86.0,16.0,9.0,T,-96.50656705167633,29.008817270344483,129.89429011461985,109.88740564208888,57.9469002684015,-27.921875359084957,-126.27547082126966,37.318523973631926,-203.43681818745196,168.3451995158994,43.99909211911477,21.66911415479808,212.1833570719013,-122.36293431964569,-175.39342355427556,-14.479921258539669,-197.9826832674273,24.534306839431462,47.47272868390186,-180.16783799227213
Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,0.58,77.0,14.0,8.7,M,102.8274077982704,302.72401294153013,183.8002496169646,-109.98155375179506,3.856009536333656,95.95760655161486,-45.156126571535296,41.011511401642736,76.23699087771189,24.017107458511976,-93.58282629154614,-85.16997303201698,65.93086420641498,-68.92728211914752,80.68813788986074,175.4670857479935,48.84875299439852,54.194302231380334,11.037044489755829,-235.93220993958673
Disney's The Lion King: Simba's Mighty Adventure,PS,2000.0,Action,0.15,30.0,5.0,6.9,E,22.86301301246597,-21.603104624395193,-163.33943478258018,20.882844313829313,-43.98644725297408,-142.2503694458194,96.96979823695403,125.69129117205804,68.96505409701909,43.88011996948669,99.7030669573607,99.99928373294573,-2.612080866651562,-118.52437141334822,-77.57104905586996,31.75563221614754,-149.21147390101956,48.32279006119809,63.46944252920865,-7.800884603005559
Ring of Red,PS2,2000.0,Strategy,0.11,82.0,15.0,8.7,T,44.51376128303479,-54.00400136635234,-57.80442950139994,-50.40313620117082,-177.15420831612005,68.37259588869885,130.15568053286503,59.901237950167776,-7.5281868695770315,-105.15964540007555,15.800049852556272,-54.7291435306408,42.05440778319488,-90.12278534575952,-40.168327444091254,-33.08884800875464,91.64053347908559,-39.03271164145983,-5.118230379909775,70.75343322299395
Army Men: Sarge's Heroes 2,PS,2000.0,Shooter,0.24,48.0,8.0,7.3,T,-113.66022118310441,-42.44538864110319,73.73865886630703,8.169229282292486,10.020040258584343,-14.272766879018835,-142.30326881542294,105.51538541422674,15.036695990124151,-247.2576801381406,105.43486399311288,3.8123583296623984,-12.440220390836302,25.839796103147595,89.70521177884318,92.14645415893735,-97.69437436914413,116.0282069127915,-63.38750970459398,-126.79713786900051
Sega GT,DC,2000.0,Racing,0.13,84.0,25.0,7.7,E,13.51368784486355,-133.07200465946312,-0.6181709334130705,-48.3423407089448,-122.06316355924336,78.01109274626134,46.346855047135115,-38.6384557037598,-37.733150340004045,-54.68662788356446,97.3722685586896,150.96326880731843,54.863783134997114,-42.88367682122288,55.5798507893048,10.155774292661452,10.420484839880318,-10.055775764421467,43.504743266154634,47.17354586167112
NHL 2001,PS2,2000.0,Sports,0.96,85.0,22.0,8.1,E,148.4537001836582,84.913626148249,54.60912027273144,-34.790893916029965,155.15188299853804,12.697492290755791,45.867831857160965,-18.49293017147528,-3.112803496677813,-132.20356120701229,116.82070382662585,96.98429739266805,-83.6304938852418,-7.875325627840292,-6.210892141189846,-65.6067743910844,64.70122413804677,47.68730841433318,195.81126273851194,86.6206843839411
Gadget Racers,PS2,2000.0,Racing,0.08,67.0,10.0,7.4,E,-107.9804885785276,-126.09013828022337,-0.5304908833102213,-237.09551395413183,-55.80006889513225,34.39154728908254,104.14790292952958,278.0928130090788,73.06892804770459,12.843068692211784,9.158681818198078,42.967156556983525,59.79878193396654,101.61862476421857,-82.90737421358256,-112.71831800990448,2.048280651860658,-106.73592854544916,-103.94560848826231,56.02520345548413
Rollcage Stage II,PS,2000.0,Racing,0.09,85.0,7.0,8.9,E,-197.77282806579072,-28.171879043288044,2.160532217281231,-54.57630410318958,70.14825290998262,-3.234937561111314,-130.41068639099063,45.34916085829308,75.05013897977807,75.21719997652457,90.52124728089719,0.7629706497918173,176.377752339844,10.67620859942673,-0.7142452977679387,129.57712811303648,-71.99033094615187,-136.9137537259678,-138.48257625437827,-4.518491758581371
Tony Hawk's Pro Skater 2,PS,2000.0,Sports,4.68,98.0,19.0,7.7,T,-174.33722958989074,63.757716468423155,-167.67928411759704,-145.4915595079473,-55.942135372014725,17.42840108677376,-28.92508961675178,-66.77224382129484,33.94117044660872,155.11036482415372,-164.11786295667866,-65.44761823302903,133.94933609991702,-19.971017732390752,116.18452799898964,85.6331525801996,-126.5058157925927,-24.963885966915765,-156.51743045348888,15.405821165000901
Armored Core 2,PS2,2000.0,Simulation,0.79,78.0,23.0,8.4,T,26.6070164000551,81.09081815794346,-56.135103075755396,7.355480897286841,7.520427921588285,1.3933576006285049,-46.79477066348336,-156.90401465836808,-73.50040794718153,54.62870704928285,175.44272034983103,12.718721821193613,123.07228483493017,-22.42676596447521,-193.3619130706944,-95.9705997393622,50.45639447494516,89.8876824246928,55.177289257715636,27.902928355056268
Destruction Derby Raw,PS,2000.0,Racing,0.14,69.0,9.0,7.3,E,238.49673307110967,102.99495310219669,-118.83376047203899,208.41992790740284,53.7503214425092,-162.26771912064987,8.798996672864565,-6.045928385938805,-48.28804026505519,-123.79176968555387,87.6838507103667,87.9039863046072,-158.76252141804082,152.73436966786574,-8.508040545808454,16.42007527188529,18.833520722785817,-25.214091370790324,-84.41075177409998,138.5727204341935
Silpheed: The Lost Planet,PS2,2000.0,Shooter,0.07,72.0,12.0,7.5,T,112.36912534094235,6.7852491450364285,-250.17743730686627,-44.535489598869674,165.94392613391526,-66.83611253970089,-63.32693312039489,-157.81848356981288,-39.47430273702983,-46.86172067611592,25.08726254714221,-145.49968082804654,46.70232831588368,-154.19435724072193,-71.26015390915377,31.18605669203227,-86.3087582636808,14.260436348744784,81.44059083068662,167.85341996752658
Kessen,PS2,2000.0,Strategy,0.95,75.0,20.0,8.4,T,167.26222133078278,-10.762368365159029,-17.582736357741762,154.88256829647648,-105.18178216368487,-28.4344786731846,134.77664816752494,-6.166686279264763,-147.33505841719474,19.920642915839508,-99.14640373890839,192.03314873586024,-29.186161819246664,188.8810689217053,17.490672320239046,-135.2998236114961,216.99146637923414,-20.903518959965663,-10.095214010694328,20.115671986136636
Mega Man Legends 2,PS,2000.0,Adventure,0.42,76.0,10.0,8.8,E,9.914921583524363,-139.64669029186675,-94.57522121089467,-45.26309482808462,16.96738344360452,156.93367679432257,142.29262951691118,78.57215266098585,-46.54200822350467,177.21842051088117,-61.537427292733916,-37.38307642939901,16.906787929960398,152.92038073002686,44.55912931008798,-39.56495621422811,-15.620161843878504,196.41596993500443,-29.997476850552047,-197.73701265017874
Disney's Donald Duck: Goin' Quackers,PS,2000.0,Platform,0.15,65.0,4.0,7.0,E,139.79963770935754,-92.5654241755344,-53.73445386977597,-147.98432744342998,-233.84321837175094,-199.43185964817022,63.09226082508358,-85.04494434248993,146.35985559708124,74.50183124355232,-43.78146942148135,23.05097075842046,15.952784193768613,19.224275270039946,101.04009644755003,45.11690568072663,-12.489197593985024,102.96434969923698,-23.411357698515463,57.511054041048105
Madden NFL 2001,PS2,2000.0,Sports,1.5,91.0,25.0,7.7,E,-27.12479879657808,134.45169720013217,63.19046786773382,85.56674373246058,-33.78703736266284,228.7700491732137,-12.314322798163948,14.716461288489203,-47.44443825269608,184.07098282176975,64.19556399927585,149.78545033324176,-51.130427480579144,245.97117629982557,-258.0750102852902,-90.36569483441421,-48.56378572282829,-112.19140463307127,-175.20106326510353,-127.13544389168328
Disney's Aladdin in Nasira's Revenge,PS,2000.0,Action,0.09,61.0,11.0,8.3,E,61.32041848596391,-4.807055454484471,-11.305463222279451,-84.0052449838946,77.01026903002742,-64.77775248039333,-44.41123297272889,-47.851895280177246,4.170415900355002,-22.501178125409318,24.287672823799376,-164.07492792587806,-28.002257050530417,-24.046300707344077,-108.11090860541096,131.72193805550384,-70.57671753180578,184.3298345872745,-20.75478379152769,35.04368341306937
Dave Mirra Freestyle BMX,PS,2000.0,Sports,1.05,82.0,14.0,8.4,E,-26.731718867356864,-176.68489278647348,106.0264579538069,-46.72571679435176,114.82177034816385,-51.65300424172203,77.633203440191,-93.70996220345988,73.21806178256861,87.13836203728174,-121.1648047852321,-220.28388102591654,34.826820080977946,-180.42028195263674,-74.93807548034293,-5.452904057529113,10.690839282968001,-80.48581536849214,-47.96209783942466,45.821084010724135
Dino Crisis 2,PS,2000.0,Action,1.21,86.0,13.0,9.0,M,-54.9309014105479,23.03661857809828,139.3386323067475,59.65766583877554,148.84373054963382,-155.11352488812324,-96.67309100641852,126.36575387168854,-5.5349928756853535,84.31578940591749,-27.480795744163277,-21.535299947467927,-5.359310447473407,-30.145872370371702,-62.13369638997257,-144.90994632423383,-58.471151953347324,63.35043706755309,97.96457802372944,28.324513368520677
Driver 2,PS,2000.0,Action,4.73,62.0,14.0,7.7,T,13.27082957599512,49.77364458521694,55.23439629304402,-191.90912540175617,8.950646216098185,4.800591628026186,-52.36962909403616,-17.268916513579953,136.37005121088578,118.01181716048956,103.51371924237706,-63.07188732686577,159.4401734010654,-66.53098627349164,34.28218544792033,62.16001062248693,69.47086616830325,-103.30464380825792,-62.04054513450566,-62.9592371695602
Fantavision,PS2,2000.0,Puzzle,0.47,72.0,18.0,6.3,E,-47.61420149273371,57.49772882426417,-138.8512877800129,117.44113882232298,98.3420598711551,-163.08906186292407,58.368502640728714,76.22984732047884,148.92684377247383,-92.01044958076653,-201.2094750069242,2.793566979315978,21.042561307759527,3.2258879904936246,49.013578389294295,-14.95897666254069,84.75104287711437,-67.33550821191145,-102.48360810122709,-32.75096404315187
Ultimate Fighting Championship,PS,2000.0,Fighting,0.25,53.0,6.0,7.4,T,130.84730808634777,-134.80348705577023,162.59058159263483,-97.4756275487588,-65.59666895094541,-84.37639577430619,-70.69559833199067,43.422931789267494,9.715067124297716,72.41221286455246,153.88309049256634,-37.37487884522693,161.10301068576146,61.585419860510214,-136.7438598527503,5.962386440331598,-272.302087222125,74.94167906868903,104.54415969398185,-93.0831768160248
Madden NFL 2001,PS,2000.0,Sports,1.67,90.0,14.0,6.8,E,19.50132792330928,-147.48987765314226,-45.907158227928576,78.89463916500371,55.16909408587088,-177.41804017717365,-17.475250447202054,-122.9466561406153,101.82439268573647,96.18824666450445,96.19934047815525,-27.4035316203251,-162.92014536277674,-75.61692521109484,134.4344746677819,-27.678784722036394,184.7147650280074,39.36192857258196,-4.480099849951851,12.647451575255289
Dance Dance Revolution Disney Mix,PS,2000.0,Simulation,0.04,74.0,7.0,8.3,E,40.02099882523482,43.69976539899732,-78.73918790571194,-84.88841729577491,142.84425047589076,-13.607865733888246,-147.76828324797285,149.2859886330079,-50.290810748555856,71.24130538327944,-19.84567861810595,-28.916936082185806,118.68919609549057,163.61378126757035,-100.393669116539,-42.21660433072745,88.49856252006994,103.09270405805755,14.730157616438264,131.80901477509465
The Sims: Livin Large,PC,2000.0,Misc,2.99,82.0,23.0,6.6,T,-33.763233708553095,-13.552423693244437,109.76394419342994,-85.33770843453718,50.89520057987821,-8.715787498881904,25.614161796380692,111.59121715390002,-31.09578275062617,233.78834153049638,43.369635765181435,60.52040375801844,59.423652788591,-8.356047220225198,-20.39222767378197,108.62499845942733,8.517521826849661,-141.5369183445839,107.9390324915967,-121.4615076250021
SSX,PS2,2000.0,Sports,1.66,93.0,35.0,8.3,E,125.64722637551556,-0.3807983322757618,138.41375857850446,268.95854754269425,191.8163262711157,-210.64226434332997,-97.51585465583138,-114.9029063103406,12.522596232732905,12.6051002467685,-71.10514639395568,167.92923845380594,-83.91403308076478,56.20170580444429,-50.875330218469706,-176.6125159054035,39.09320261847709,108.74913211518384,84.02697874661766,78.5417152328136
Point Blank 3,PS,2000.0,Shooter,0.02,78.0,5.0,8.4,T,-73.1969502001208,132.95844272034384,65.99690565049458,91.82699067031133,43.35511138932209,8.030501574179672,51.78501071066386,-48.26813383357216,26.961650052476706,90.88273192045388,-21.201613131161057,-126.19727222051591,-8.986970162257379,-5.919373726386377,-98.58498746167653,91.08488016884492,-176.45138211844005,2.2442739810902657,-50.88384810953861,-11.732724889198284
Hogs of War,PS,2000.0,Strategy,0.02,62.0,10.0,8.8,T,66.02315512263132,-67.82700127904464,-236.3879847861112,-101.12036672969818,66.90345087765941,96.95323250611727,74.89755685676039,28.972200322706655,-171.17396538476143,-32.16767143706957,5.9072117098187515,-52.811008132352946,-83.54875151683531,-62.904115628709434,-64.46023625497348,-159.94272970512606,89.67866159790024,-41.5372807330857,-75.21916116733375,-39.80922884847642
Eternal Ring,PS2,2000.0,Role-Playing,0.3,62.0,13.0,5.3,T,-35.08718914398713,66.19817047400606,66.31160186114099,254.97521505172026,15.90383122206272,159.82789564091507,-169.89468162551137,7.425289339307654,-22.551717764954176,-65.33130253793622,-22.07389265892041,-29.018118320518067,3.21738197611554,5.993791651649217,43.3067223370721,87.58096331852381,58.967100146116024,108.73502890781262,104.72226312658302,-128.31471785360625
NFL Fever 2002,XB,2000.0,Sports,0.99,79.0,24.0,8.5,E,-93.94333597625511,-284.0555627436439,-47.832473466891244,1.8265643347808966,-84.7201634061411,-46.198775115694175,11.034543972455976,134.43487637050936,14.473022075327158,-22.93039789964516,7.840999906910254,-81.04031507997492,-1.2819385201554583,4.282873585079446,27.760905406740505,34.80899528033349,-137.9508416227618,-5.755072882619046,19.44621912777645,-95.50516446233452
Diablo II,PC,2000.0,Role-Playing,0.13,88.0,34.0,8.8,M,-48.93372168846516,232.82217513118866,-86.17556501720453,-76.20371360470025,64.60688459370976,-48.90220737000707,-176.16053097903492,77.43101865942765,84.17545833919084,-156.71709988031685,-53.28342082677511,89.81897673548873,-32.37834237208158,51.815570731824536,143.11948654568658,201.7340281312785,-47.15811475539514,168.49473565015992,-140.11634308475158,-152.31108660830535
Phantasy Star Online,DC,2000.0,Role-Playing,0.2,89.0,21.0,9.1,T,-80.45911422699545,-13.840957573898713,53.95196736215196,-27.127206739859883,-43.90743455750993,22.754244925966656,51.544918326035,46.17052360228647,-92.57872826872125,91.23527858336945,61.8331149781703,54.050306378591216,-159.9632928890283,114.75274800467248,36.41821765554362,27.576919964373914,-125.28965121901297,-181.61207202756776,-118.57321050985202,-114.26856157457033
Duke Nukem: Land of the Babes,PS,2000.0,Shooter,0.08,37.0,7.0,6.8,M,-21.269763871051175,84.39611920885812,42.221967812915025,-190.94791502574552,40.5680906212489,-32.332447010482646,9.34992346224367,-101.56695868344026,-91.28674639091443,-181.31881891208135,154.01871175996416,90.78448995857605,-139.75047167382633,-18.461107186836056,54.1985828950319,122.11274817734439,168.2904806693037,-27.124423481360644,11.627160920791818,46.74406219096081
World Destruction League: Thunder Tanks,PS2,2000.0,Action,0.17,65.0,16.0,5.9,T,-33.91402460634347,-171.4720572817629,-34.27549389574324,73.51755663319032,-104.81372731828384,-15.378944438269503,80.81163656246241,-121.32173719769337,19.152618725533635,-80.59419908852061,30.947629138448313,23.776281951903545,-146.9349938800656,-39.6947857296192,73.0977744219024,21.58178535532883,-51.28907877772531,-0.24710874068505376,140.61140742486756,117.49184975951917
NASCAR 2001,PS,2000.0,Racing,0.81,73.0,8.0,6.1,E,31.21699363132221,5.228403138771614,-37.306077650815475,16.341951310867607,-251.30063458155516,-79.90940218927773,-111.99041824132041,32.25218734773246,135.36123039872518,-41.3455713740685,18.827074543979215,70.48966230556091,-292.2575625954087,45.59212341048614,57.67877242405275,-126.19631377398693,-36.99617515459596,-6.055286895395122,101.6260737025251,-173.13566251205498
Tokyo Xtreme Racer Zero,PS2,2000.0,Racing,1.5,76.0,15.0,8.9,E,56.51526696566273,205.51193105206264,47.53412816729441,-26.99328307768664,-110.28859509107139,-39.442890821578104,171.60374966866857,63.70642818332543,32.232039221533675,134.82882032461137,-55.80925015524698,-22.263639365167293,4.866238867023818,22.16483750397358,80.47279123333084,-17.138094366447632,-48.20380842977791,55.55941408273636,138.87168488015413,58.231192103715514
The Bouncer,PS2,2000.0,Action,0.99,66.0,20.0,8.0,T,-14.742025772701986,106.14125214696331,-119.07815857263932,142.81620034324226,0.10584381098888922,-235.8239021868864,-98.15187847056691,-135.72637637526512,-15.350668175139576,-10.253852207113576,-41.48348813436184,-192.01514590768522,-67.87114536703183,-5.299378573997888,-115.48303877615129,68.83788411550798,135.76907164524903,-156.28870376961817,152.84892684685755,57.35570880280102
Ball Breakers,PS,2000.0,Action,0.18,68.0,10.0,5.3,E,-2.590533681618617,-1.1328595429924364,206.1465768300552,-18.57792465742549,-51.15082011817269,-95.7853835948601,21.082729902732837,55.37125367631975,-152.5178595179891,71.90873962073661,6.293249215112532,-216.74351722425936,72.27714717938575,71.48012676095917,-13.532559488620771,-177.66295241039128,63.48095172753189,15.932289571424993,67.40235555385622,87.12825374327088
Tales of Destiny II,PS,2000.0,Role-Playing,0.81,78.0,9.0,8.7,T,28.909420380393495,-167.3998265224838,-42.42588166443334,-52.15387639560887,-99.11186389552121,54.07681544863073,174.3629392176968,-7.660008710348959,-211.99423882549365,-105.30296725062951,-85.17452758345576,44.93358149253761,-125.5652719053702,-4.813327439264798,127.9809874140565,205.35462890332488,130.5732067895388,162.56201468752033,-22.06912488279296,59.88029285843189
Army Men: Air Attack 2,PS,2000.0,Action,0.3,74.0,8.0,5.3,T,-53.98790713327012,-155.58726934387045,42.883994456044064,5.548305879993435,-73.32191149228389,-26.34796888494148,96.63138699960305,113.93149630220378,69.98691731883075,-6.663940037344935,212.77740995435548,-27.710925488943268,43.4621453470667,22.334225731100737,-153.3857793783054,-42.555290441768804,6.037797381498209,-53.10013203002792,80.47873477091511,12.98033913664051
Final Fantasy IX,PS,2000.0,Role-Playing,5.3,94.0,22.0,8.9,T,70.81600199266035,81.66152952031467,66.8841987360583,24.833250976624004,90.6397982119216,-99.38327983731054,-111.33436313659155,-36.743089049259694,228.31129589102238,63.44642221835927,-58.48701344515314,13.743344582655432,71.63186159327367,-57.369612242053705,9.61328780158155,-100.26880001849688,139.40453974703496,81.41602379971576,-128.3882949248159,-154.3404820781931
Rayman 2: Revolution,PS2,2000.0,Platform,0.3,90.0,16.0,8.2,E,84.22247383826557,-79.86040437141038,78.20696506491113,-141.12252221112755,-221.88905606324897,-19.25016811750779,-138.89353611918608,-6.010178604094278,-27.027036874830902,-72.80386839316498,5.586265858776326,-48.28395711276046,-124.6750597625562,-47.14276582618221,99.65580302739929,-49.449725028215056,88.16229805790307,-39.43790428680629,27.21616178915342,132.43982855268837
Dark Cloud,PS2,2000.0,Role-Playing,1.54,80.0,27.0,8.2,T,20.358079732747868,16.963133672325707,-270.30864893965406,52.06551525784195,-33.78585661845278,-75.852181517904,-92.34454616347769,-96.69582349095151,-196.16369202748214,-292.2110551501747,77.63176288958053,110.81871536749472,83.71601264174936,-69.06365089251031,27.468825999890523,56.48783142787042,-121.38505928952803,39.41128751859303,157.3931122047702,-129.16479158957546
Ridge Racer V,PS2,2000.0,Action,1.24,78.0,20.0,7.7,E,239.47036648845352,87.22718520020159,36.289649242125435,77.89173357766317,49.842712879224194,79.29981150048404,-4.622409813940703,-163.9448532021471,-4.245571171914435,-124.60405854085339,29.122209246813966,-52.303478578831175,-98.14263707246653,48.91965564185507,59.41881772769955,80.34477181841385,-133.42125905255244,-53.86533501768632,35.79565972087521,22.610060588111192
Vagrant Story,PS,2000.0,Role-Playing,0.87,92.0,19.0,8.3,T,91.74589375104293,-36.21983892808254,-99.54331687708542,-169.45700685868712,-118.05454340411343,-74.31002483582942,30.009055852211375,238.3920028011866,-5.0136902168746795,13.547974311169883,146.47915968762473,32.60253262925391,-1.521157518536169,-117.96227747864172,88.79825233918916,-52.26149812390452,-58.403428385756385,8.052460867378079,79.27436460539901,117.92583080328853
RC Revenge Pro,PS2,2000.0,Racing,0.17,49.0,13.0,7.6,E,-11.227247119416003,54.34912438412483,-9.91613141373014,-46.046666225492245,127.87587019011117,-69.05884591647695,229.9882083398174,-75.24319163256617,-59.136124551227475,101.83237425826029,-111.16103664794836,-241.34465958536043,126.11510636479801,-72.19327306522545,-47.89143713354665,-8.165287182251378,26.495385192541598,87.10671350124474,-14.567773959245242,166.28892098003635
Romance of the Three Kingdoms VII,PS2,2000.0,Strategy,0.32,72.0,10.0,8.7,E,-36.21804471422401,-50.15047801851226,-152.1953587218526,-69.25711817195594,71.35617509345869,94.13961702409294,-12.778871593599007,-26.000791113568994,-40.75074616723502,-70.99551844072532,-171.0926280078877,-92.55307290809978,21.65130468252549,-122.32668202295794,-41.111706621803314,62.36084569966677,93.49572604042876,163.15001148159402,38.77973438071762,-122.96582627690584
Skies of Arcadia,DC,2000.0,Role-Playing,0.09,93.0,21.0,9.4,T,-23.21822559440909,-34.47861748658982,-25.35480494397139,83.70203622128427,84.61558739082781,27.51734552965229,-106.85508705137042,89.63938223209709,15.902008157047504,-21.291261663525425,-71.67028626856516,115.73091810226926,-78.57073238565661,-3.460124208430208,34.78954699163767,73.26454417543322,34.84089104947015,16.727163478544128,111.97559880502313,-95.60466112173445
Tekken Tag Tournament,PS2,2000.0,Fighting,4.05,85.0,25.0,8.5,T,-50.172889959486724,47.492678922564885,0.23368221112969845,131.79654795791612,126.49251349150876,63.688105681549324,10.139639938717417,-15.667605723232223,-4.040484670914111,-34.489900433204156,31.154090589426385,175.05409551397852,257.544344702661,-132.2611787679212,12.031698066607612,17.511868140877617,-33.77642194978755,-42.16256296754983,29.559238994679532,120.5001067963673
Buzz Lightyear of Star Command,PS,2000.0,Platform,0.63,54.0,10.0,5.3,E,112.87851531098774,99.01239604056028,116.14491071880977,-168.4330249385971,70.03608895572395,-83.73222691744176,12.3727872316307,168.11613188478884,13.363834822250153,-51.3642720189694,134.61926738530053,-105.22394452704266,88.08851285698461,-71.59052042364091,-26.183753722951998,47.69177192865552,-52.63092966043794,79.57259925129966,-71.96140316124584,-113.32286938608698
Breath of Fire IV,PS,2000.0,Role-Playing,0.56,83.0,10.0,8.9,T,-69.78100304717147,73.62730876540456,-31.901425648357673,-140.06956232789273,-7.634184676271602,-31.348253759445942,6.224174354555067,-57.239288653918265,-166.6236587555369,181.5008682905727,97.53681053588132,-121.94493436562736,-170.33402712773002,5.997951730653185,111.03846083915647,124.62298036512631,-9.150768680010453,-92.84458180351777,-72.1675429752586,-8.809384899421351
